x,v,h,H,hW
0.44,0.24961,0.42068,0.42386,0.0
0.445,0.24948,0.42068,0.42385,0.0
0.45,0.24934,0.42067,0.42384,0.0
0.455,0.24921,0.42067,0.42383,0.0
0.46,0.24907,0.42066,0.42382,0.0
0.465,0.24893,0.42066,0.42382,0.0
0.47000000000000003,0.24879,0.42066,0.42381,0.0
0.47500000000000003,0.24864,0.42065,0.4238,0.0
0.48,0.24849,0.42065,0.4238,0.0
0.485,0.24834,0.42065,0.42379,0.0
0.49,0.24818,0.42065,0.42379,0.0
0.495,0.24802,0.42065,0.42378,0.0
0.5,0.24787,0.42065,0.42378,0.0
0.505,0.2477,0.42065,0.42378,0.0
0.51,0.24754,0.42065,0.42377,0.0
0.515,0.24738,0.42065,0.42377,0.0
0.52,0.24722,0.42065,0.42377,0.0
0.525,0.24707,0.42065,0.42376,0.0
0.53,0.2469,0.42065,0.42376,0.0
0.535,0.24674,0.42066,0.42376,0.0
0.54,0.24658,0.42066,0.42376,0.0
0.545,0.24641,0.42066,0.42375,0.0
0.55,0.24624,0.42066,0.42375,0.0
0.555,0.24607,0.42067,0.42375,0.0
0.56,0.2459,0.42067,0.42375,0.0
0.5650000000000001,0.24573,0.42067,0.42375,0.0
0.5700000000000001,0.24555,0.42068,0.42375,0.0
0.5750000000000001,0.24538,0.42068,0.42375,0.0
0.58,0.24521,0.42069,0.42375,0.0
0.585,0.24504,0.42069,0.42375,0.0
0.59,0.24487,0.4207,0.42375,0.0
0.595,0.24471,0.4207,0.42375,0.0
0.6,0.24454,0.42071,0.42376,0.0
0.605,0.24436,0.42072,0.42376,0.0
0.61,0.24419,0.42073,0.42376,0.0
0.615,0.24402,0.42073,0.42376,0.0
0.62,0.24385,0.42074,0.42377,0.0
0.625,0.24367,0.42074,0.42377,0.0
0.63,0.2435,0.42075,0.42377,0.0
0.635,0.24333,0.42076,0.42378,0.0
0.64,0.24317,0.42076,0.42378,0.0
0.645,0.243,0.42077,0.42378,0.0
0.65,0.24284,0.42078,0.42379,0.0
0.655,0.24267,0.42079,0.42379,0.0
0.66,0.24251,0.42079,0.42379,0.0
0.665,0.24234,0.4208,0.42379,0.0
0.67,0.24218,0.42081,0.4238,0.0
0.675,0.24201,0.42082,0.4238,0.0
0.68,0.24185,0.42082,0.4238,0.0
0.685,0.2417,0.42083,0.42381,0.0
0.6900000000000001,0.24155,0.42084,0.42381,0.0
0.6950000000000001,0.24139,0.42085,0.42381,0.0
0.7000000000000001,0.24124,0.42085,0.42382,0.0
0.705,0.24108,0.42086,0.42382,0.0
0.71,0.24093,0.42087,0.42383,0.0
0.715,0.24078,0.42087,0.42383,0.0
0.72,0.24063,0.42088,0.42383,0.0
0.725,0.24049,0.42089,0.42384,0.0
0.73,0.24035,0.4209,0.42384,0.0
0.735,0.24021,0.4209,0.42384,0.0
0.74,0.24007,0.42091,0.42385,0.0
0.745,0.23993,0.42092,0.42385,0.0
0.75,0.2398,0.42092,0.42385,0.0
0.755,0.23967,0.42093,0.42386,0.0
0.76,0.23954,0.42094,0.42386,0.0
0.765,0.23941,0.42095,0.42387,0.0
0.77,0.23929,0.42095,0.42387,0.0
0.775,0.23916,0.42096,0.42387,0.0
0.78,0.23904,0.42097,0.42388,0.0
0.785,0.23893,0.42097,0.42388,0.0
0.79,0.23882,0.42098,0.42389,0.0
0.795,0.23871,0.42099,0.42389,0.0
0.8,0.23859,0.42099,0.4239,0.0
0.805,0.23849,0.421,0.4239,0.0
0.81,0.23839,0.42101,0.4239,0.0
0.8150000000000001,0.23829,0.42101,0.42391,0.0
0.8200000000000001,0.2382,0.42102,0.42391,0.0
0.8250000000000001,0.2381,0.42103,0.42392,0.0
0.8300000000000001,0.23802,0.42104,0.42393,0.0
0.835,0.23794,0.42105,0.42393,0.0
0.84,0.23785,0.42105,0.42394,0.0
0.845,0.23778,0.42106,0.42394,0.0
0.85,0.23771,0.42107,0.42395,0.0
0.855,0.23764,0.42108,0.42396,0.0
0.86,0.23759,0.42109,0.42396,0.0
0.865,0.23753,0.42109,0.42397,0.0
0.87,0.23749,0.4211,0.42398,0.0
0.875,0.23746,0.42111,0.42399,0.0
0.88,0.23744,0.42112,0.42399,0.0
0.885,0.23744,0.42113,0.424,0.0
0.89,0.23743,0.42114,0.42401,0.0
0.895,0.23743,0.42114,0.42402,0.0
0.9,0.23742,0.42115,0.42403,0.0
0.905,0.23741,0.42116,0.42403,0.0
0.91,0.23741,0.42117,0.42404,0.0
0.915,0.2374,0.42118,0.42405,0.0
0.92,0.23739,0.42119,0.42406,0.0
0.925,0.23739,0.42119,0.42407,0.0
0.93,0.23738,0.4212,0.42407,0.0
0.935,0.23738,0.42121,0.42408,0.0
0.9400000000000001,0.23737,0.42122,0.42409,0.0
0.9450000000000001,0.23736,0.42123,0.4241,0.0
0.9500000000000001,0.23736,0.42123,0.4241,0.0
0.9550000000000001,0.23735,0.42124,0.42411,0.0
0.96,0.23735,0.42125,0.42412,0.0
0.965,0.23734,0.42125,0.42412,0.0
0.97,0.23734,0.42126,0.42413,0.0
0.975,0.23733,0.42127,0.42414,0.0
0.98,0.23733,0.42127,0.42414,0.0
0.985,0.23733,0.42128,0.42415,0.0
0.99,0.23732,0.42128,0.42416,0.0
0.995,0.23732,0.42129,0.42416,0.0
1.0,0.23731,0.4213,0.42417,0.0
1.0050000000000001,0.23731,0.4213,0.42417,0.0
1.01,0.23731,0.4213,0.42418,0.0
1.0150000000000001,0.23731,0.42131,0.42418,0.0
1.02,0.2373,0.42131,0.42418,0.0
1.025,0.2373,0.42132,0.42419,0.0
1.03,0.2373,0.42132,0.42419,0.0
1.035,0.2373,0.42132,0.42419,0.0
1.04,0.2373,0.42133,0.42419,0.0
1.045,0.2373,0.42133,0.4242,0.0
1.05,0.2373,0.42133,0.4242,0.0
1.055,0.2373,0.42133,0.4242,0.0
1.06,0.23729,0.42133,0.4242,0.0
1.065,0.23729,0.42133,0.4242,0.0
1.07,0.23729,0.42134,0.4242,0.0
1.075,0.23729,0.42134,0.42421,0.0
1.08,0.23729,0.42134,0.42421,0.0
1.085,0.23729,0.42134,0.42421,0.0
1.09,0.23729,0.42134,0.42421,0.0
1.095,0.23729,0.42134,0.42421,0.0
1.1,0.23729,0.42134,0.42421,0.0
1.105,0.23729,0.42134,0.42421,0.0
1.11,0.23729,0.42134,0.42421,0.0
1.115,0.2373,0.42134,0.42421,0.0
1.12,0.2373,0.42134,0.42421,0.0
1.125,0.2373,0.42134,0.42421,0.0
1.1300000000000001,0.2373,0.42134,0.42421,0.0
1.135,0.2373,0.42134,0.4242,0.0
1.1400000000000001,0.2373,0.42133,0.4242,0.0
1.145,0.2373,0.42133,0.4242,0.0
1.1500000000000001,0.2373,0.42133,0.4242,0.0
1.155,0.2373,0.42133,0.4242,0.0
1.16,0.2373,0.42133,0.42419,0.0
1.165,0.2373,0.42132,0.42419,0.0
1.17,0.2373,0.42132,0.42419,0.0
1.175,0.2373,0.42131,0.42419,0.0
1.18,0.2373,0.42131,0.42418,0.0
1.185,0.2373,0.42131,0.42418,0.0
1.19,0.23731,0.4213,0.42417,0.0
1.195,0.23731,0.4213,0.42417,0.0
1.2,0.23731,0.42129,0.42416,0.0
1.205,0.23732,0.42129,0.42416,0.0
1.21,0.23732,0.42128,0.42415,0.0
1.215,0.23732,0.42127,0.42414,0.0
1.22,0.23733,0.42126,0.42413,0.0
1.225,0.23733,0.42125,0.42412,0.0
1.23,0.23734,0.42124,0.42411,0.0
1.235,0.23734,0.42123,0.4241,0.0
1.24,0.23735,0.42122,0.42409,0.0
1.245,0.23735,0.42121,0.42408,0.0
1.25,0.23736,0.42119,0.42407,0.0
1.2550000000000001,0.23737,0.42118,0.42405,0.0
1.26,0.23737,0.42117,0.42404,0.0
1.2650000000000001,0.23738,0.42115,0.42402,0.0
1.27,0.23739,0.42113,0.42401,0.0
1.2750000000000001,0.2374,0.42112,0.42399,0.0
1.28,0.23741,0.4211,0.42397,0.0
1.285,0.23742,0.42108,0.42395,0.0
1.29,0.23743,0.42106,0.42393,0.0
1.295,0.23744,0.42104,0.42391,0.0
1.3,0.23745,0.42101,0.42389,0.0
1.305,0.23747,0.42099,0.42386,0.0
1.31,0.23748,0.42096,0.42384,0.0
1.315,0.2375,0.42093,0.42381,0.0
1.32,0.23751,0.4209,0.42378,0.0
1.325,0.23753,0.42087,0.42375,0.0
1.33,0.23755,0.42084,0.42372,0.0
1.335,0.23757,0.42081,0.42368,0.0
1.34,0.23759,0.42077,0.42365,0.0
1.345,0.23761,0.42073,0.42361,0.0
1.35,0.23763,0.42069,0.42357,0.0
1.355,0.23766,0.42065,0.42353,0.0
1.36,0.23768,0.42061,0.42349,0.0
1.365,0.23771,0.42056,0.42344,0.0
1.37,0.23773,0.42051,0.42339,0.0
1.375,0.23776,0.42046,0.42334,0.0
1.3800000000000001,0.23779,0.42041,0.42329,0.0
1.385,0.23782,0.42035,0.42323,0.0
1.3900000000000001,0.23786,0.42029,0.42318,0.0
1.395,0.23789,0.42024,0.42312,0.0
1.4000000000000001,0.23792,0.42016,0.42305,0.0
1.405,0.23801,0.42021,0.4231,0.0
1.41,0.23806,0.42012,0.42301,0.0
1.415,0.23807,0.4199,0.42279,0.0
1.42,0.23813,0.41981,0.4227,0.0
1.425,0.23818,0.41972,0.42261,0.0
1.43,0.23823,0.41963,0.42252,0.0
1.435,0.23829,0.41953,0.42243,0.0
1.44,0.23834,0.41943,0.42233,0.0
1.445,0.2384,0.41933,0.42223,0.0
1.45,0.23846,0.41923,0.42212,0.0
1.455,0.23852,0.41911,0.42201,0.0
1.46,0.23859,0.419,0.4219,0.0
1.465,0.23866,0.41887,0.42177,0.0
1.47,0.23874,0.41873,0.42164,0.0
1.475,0.23882,0.41859,0.4215,0.0
1.48,0.23891,0.41844,0.42135,0.0
1.485,0.239,0.41827,0.42118,0.0
1.49,0.2391,0.4181,0.42101,0.0
1.495,0.2392,0.41791,0.42083,0.0
1.5,0.24187,0.41772,0.4207,0.0
1.5050000000000001,0.24682,0.41752,0.42063,0.010000000000000444
1.51,0.25214,0.41729,0.42053,0.02
1.5150000000000001,0.25758,0.41706,0.42044,0.030000000000000443
1.52,0.2636,0.41681,0.42036,0.04
1.5250000000000001,0.27021,0.41656,0.42028,0.05000000000000045
1.53,0.27743,0.41628,0.42021,0.06
1.5350000000000001,0.28531,0.41599,0.42014,0.07000000000000045
1.54,0.2939,0.41569,0.4201,0.08
1.545,0.30312,0.41535,0.42004,0.09
1.55,0.31295,0.41508,0.42007,0.1
1.555,0.32349,0.41474,0.42007,0.11
1.56,0.33479,0.41427,0.41999,0.12
1.565,0.34694,0.41385,0.41999,0.13
1.57,0.36004,0.4134,0.42001,0.14
1.575,0.37421,0.41292,0.42006,0.15
1.58,0.38958,0.41241,0.42015,0.16
1.585,0.40631,0.41186,0.42028,0.17
1.59,0.42463,0.4113,0.42049,0.18
1.595,0.4447,0.41065,0.42073,0.19
1.6,0.46685,0.41014,0.42126,0.2
1.605,0.49148,0.40949,0.42181,0.21
1.61,0.519,0.4086,0.42234,0.22
1.615,0.54992,0.40781,0.42324,0.23
1.62,0.58497,0.40699,0.42444,0.24
1.625,0.625,0.40604,0.42597,0.25
1.6300000000000001,0.6712200000000035,0.40526999999999996,0.4282600000000002,0.26000000000000045
1.635,0.72529,0.40431,0.43116,0.27
1.6400000000000001,0.78954,0.40304,0.43487,0.28000000000000047
1.645,0.86798,0.40189,0.44038,0.29
1.6500000000000001,0.947919999999998,0.40068999999999827,0.44655999999999796,0.29999999999999954
1.655,1.00012,0.39938,0.45037,0.29
1.6600000000000001,1.0282500000000012,0.39799999999999996,0.4519000000000001,0.2799999999999996
1.665,1.0532,0.39644,0.45299,0.27
1.67,1.07619,0.39528,0.45432,0.26
1.675,1.09587,0.39379,0.455,0.25
1.68,1.1143,0.39141,0.4547,0.24
1.685,1.13079,0.38947,0.45464,0.23
1.69,1.14632,0.38763,0.45461,0.22
1.695,1.15926,0.38586,0.45436,0.21
1.7,1.1692,0.3837,0.45337,0.2
1.705,1.18119,0.38124,0.45236,0.19
1.71,1.18339,0.37879,0.45017,0.18
1.715,1.1324,0.3763,0.44177,0.17
1.72,1.03505,0.37354,0.42827,0.16
1.725,0.94727,0.371,0.4168,0.15
1.73,0.87387,0.36785,0.40684,0.14
1.735,0.81266,0.36411,0.3978,0.13
1.74,0.76795,0.3615,0.39158,0.12
1.745,0.72193,0.35796,0.38456,0.11
1.75,0.68136,0.35388,0.37755,0.1
1.7550000000000001,0.6557900000000007,0.35118000000000005,0.3731100000000001,0.08999999999999955
1.76,0.63267,0.34787,0.36828,0.08
1.7650000000000001,0.6015399999999964,0.3430899999999995,0.36154999999999926,0.06999999999999956
1.77,0.57239,0.33832,0.35503,0.06
1.7750000000000001,0.5554499999999986,0.33549999999999985,0.3512299999999997,0.04999999999999956
1.78,0.54082,0.33269,0.3476,0.04
1.7850000000000001,0.5248900000000002,0.32789000000000007,0.3419300000000001,0.029999999999999555
1.79,0.5087,0.32294,0.33614,0.02
1.795,0.49571,0.31797,0.33049,0.01
1.8,0.48796,0.31297,0.32511,0.0
1.805,0.48488,0.30796,0.31994,0.0
1.81,0.48371,0.30294,0.31486,0.0
1.815,0.48137,0.2979,0.30971,0.0
1.82,0.47835,0.29285,0.30452,0.0
1.825,0.47509,0.2878,0.29931,0.0
1.83,0.47482,0.28275,0.29424,0.0
1.835,0.48043,0.27769,0.28946,0.0
1.84,0.50059,0.27264,0.28542,0.0
1.845,0.5301,0.2676,0.28194,0.0
1.85,0.54454,0.26018,0.27529,0.0
1.855,0.55018,0.25272,0.26815,0.0
1.86,0.56444,0.24527,0.26151,0.0
1.865,0.58751,0.23778,0.25539,0.0
1.87,0.61288,0.23267,0.25183,0.0
1.875,0.6413,0.2252,0.24618,0.0
1.8800000000000001,0.6733700000000002,0.21770999999999996,0.24082999999999996,0.0
1.885,0.70861,0.21021,0.23582,0.0
1.8900000000000001,0.7425700000000002,0.20269999999999996,0.23081999999999997,0.0
1.895,0.77052,0.19519,0.22546,0.0
1.9000000000000001,0.7919400000000001,0.18767999999999999,0.21964999999999998,0.0
1.905,0.79951,0.18018,0.21276,0.0
1.9100000000000001,0.79964,0.17029,0.20288,0.0
1.915,0.79673,0.16276,0.19512,0.0
1.92,0.8018,0.15525,0.18802,0.0
1.925,0.82628,0.14775,0.18256,0.0
1.93,0.86191,0.14026,0.17814,0.0
1.935,0.89783,0.13277,0.17387,0.0
1.94,0.93081,0.1253,0.16947,0.0
1.945,0.96659,0.11782,0.16546,0.0
1.95,1.00411,0.11272,0.16412,0.0
1.955,1.04447,0.10532,0.16095,0.0
1.96,1.09517,0.0979,0.15907,0.0
1.965,1.15747,0.09283,0.16117,0.0
1.97,1.22663,0.08779,0.16455,0.0
1.975,1.29912,0.08279,0.16888,0.0
1.98,1.37516,0.07783,0.17429,0.0
1.985,1.4539,0.07292,0.18074,0.0
1.99,1.53441,0.06809,0.18817,0.0
1.995,1.61353,0.0633,0.19607,0.0
2.0,1.69217,0.06053,0.20655,0.0
2.005,1.76702,0.05797,0.21717,0.0
2.0100000000000002,1.837820000000006,0.055469999999999825,0.22769000000000097,0.0
2.015,1.90525,0.0535,0.23856,0.0
2.02,1.96595,0.05117,0.2482,0.0
2.025,2.02302,0.05028,0.25892,0.0
2.0300000000000002,2.074750000000004,0.04894999999999986,0.26838000000000073,0.0
2.035,2.11957,0.04737,0.27638,0.0
2.04,2.15877,0.04655,0.2841,0.0
2.045,2.1936,0.04582,0.29109,0.0
2.05,2.22477,0.04529,0.29758,0.0
2.055,2.25298,0.04507,0.30379,0.0
2.06,2.2778,0.04448,0.30893,0.0
2.065,2.29841,0.04376,0.31302,0.0
2.07,2.31546,0.04345,0.31672,0.0
2.075,2.32992,0.04319,0.31988,0.0
2.08,2.34219,0.04298,0.32258,0.0
2.085,2.35262,0.04279,0.32489,0.0
2.09,2.36147,0.04264,0.32687,0.0
2.095,2.36898,0.04251,0.32855,0.0
2.1,2.37535,0.0424,0.32998,0.0
2.105,2.38075,0.04231,0.33119,0.0
2.11,2.38532,0.04223,0.33223,0.0
2.115,2.38919,0.04216,0.3331,0.0
2.12,2.39247,0.04211,0.33385,0.0
2.125,2.39525,0.04206,0.33448,0.0
2.13,2.3976,0.04202,0.33502,0.0
2.1350000000000002,2.39959,0.04199,0.33547000000000005,0.0
2.14,2.40128,0.04196,0.33585,0.0
2.145,2.4027,0.04194,0.33618,0.0
2.15,2.40391,0.04192,0.33645,0.0
2.1550000000000002,2.40493,0.0419,0.33668,0.0
2.16,2.4058,0.04188,0.33688,0.0
2.165,2.40653,0.04187,0.33705,0.0
2.17,2.40715,0.04186,0.33719,0.0
2.1750000000000003,2.40768,0.04185,0.33731,0.0
2.18,2.40812,0.04184,0.33741,0.0
2.185,2.4085,0.04184,0.3375,0.0
2.19,2.40882,0.04183,0.33757,0.0
2.195,2.40908,0.04182,0.33763,0.0
2.2,2.40931,0.04182,0.33768,0.0
2.205,2.4095,0.04182,0.33773,0.0
2.21,2.40966,0.04182,0.33776,0.0
2.215,2.4098,0.04182,0.3378,0.0
2.22,2.40992,0.04181,0.33782,0.0
2.225,2.41002,0.04181,0.33785,0.0
2.23,2.41011,0.04181,0.33787,0.0
2.235,2.41018,0.04181,0.33789,0.0
2.24,2.41025,0.04181,0.3379,0.0
2.245,2.4103,0.04181,0.33792,0.0
2.25,2.41035,0.04181,0.33793,0.0
2.255,2.41039,0.04181,0.33794,0.0
2.2600000000000002,2.41042,0.04181,0.33795,0.0
2.265,2.41044,0.04182,0.33795,0.0
2.27,2.41046,0.04182,0.33796,0.0
2.275,2.41047,0.04182,0.33796,0.0
2.2800000000000002,2.41048,0.04182,0.33797,0.0
2.285,2.41048,0.04182,0.33797,0.0
2.29,2.41048,0.04182,0.33797,0.0
2.295,2.41047,0.04182,0.33797,0.0
2.3000000000000003,2.41046,0.04183,0.33797,0.0
2.305,2.41045,0.04183,0.33797,0.0
2.31,2.41043,0.04183,0.33797,0.0
2.315,2.41041,0.04183,0.33796,0.0
2.32,2.41038,0.04183,0.33796,0.0
2.325,2.41035,0.04184,0.33795,0.0
2.33,2.41032,0.04184,0.33795,0.0
2.335,2.41029,0.04184,0.33794,0.0
2.34,2.41025,0.04185,0.33794,0.0
2.345,2.41021,0.04185,0.33793,0.0
2.35,2.41017,0.04185,0.33792,0.0
2.355,2.41012,0.04186,0.33792,0.0
2.36,2.41007,0.04186,0.33791,0.0
2.365,2.41002,0.04186,0.3379,0.0
2.37,2.40997,0.04187,0.33789,0.0
2.375,2.40991,0.04187,0.33788,0.0
2.38,2.40985,0.04188,0.33787,0.0
2.3850000000000002,2.40978,0.04188,0.33786,0.0
2.39,2.40972,0.04189,0.33785,0.0
2.395,2.40965,0.04189,0.33783,0.0
2.4,2.40957,0.0419,0.33782,0.0
2.4050000000000002,2.40949,0.0419,0.33781,0.0
2.41,2.40941,0.0419,0.33779,0.0
2.415,2.40934,0.04191,0.33778,0.0
2.42,2.40927,0.04192,0.33777,0.0
2.4250000000000003,2.4092,0.04193,0.33776,0.0
2.43,2.40913,0.04193,0.33775,0.0
2.435,2.40906,0.04194,0.33773,0.0
2.44,2.40899,0.04194,0.33772,0.0
2.445,2.40892,0.04194,0.33771,0.0
2.45,2.40886,0.04194,0.33769,0.0
2.455,2.4088,0.04195,0.33768,0.0
2.46,2.40874,0.04195,0.33767,0.0
2.465,2.40869,0.04195,0.33766,0.0
2.47,2.40864,0.04195,0.33765,0.0
2.475,2.40861,0.04195,0.33764,0.0
2.48,2.40858,0.04195,0.33764,0.0
2.485,2.40856,0.04195,0.33763,0.0
2.49,2.40855,0.04196,0.33763,0.0
2.495,2.40855,0.04196,0.33763,0.0
2.5,2.40855,0.04195,0.33763,0.0
